part_id,date,on_hand_qty,consumption_qty,backorder_qty,blocked_qty,avg_weekly_demand,criticality_class,unit_cost,lead_time_days,days_of_coverage,inventory_value,inventory_turns,stock_status
P00021,2024-12-23,83,14,0,0,5.602564102564102,C,415.37,49,103.70251716247141,34475.71,3.51004016064257,Excess
P00022,2024-12-23,70,8,0,0,3.6666666666666665,A,5429.21,49,133.63636363636363,380044.7,2.723809523809524,Excess
P00023,2024-12-23,83,6,0,0,5.621794871794871,A,2333.09,40,103.34777651083239,193646.47,3.5220883534136544,Excess
P00024,2024-12-23,98,8,0,0,5.621794871794871,A,7635.37,45,122.02508551881414,748266.26,2.9829931972789114,Excess
P00025,2024-12-23,214,18,0,0,23.775641025641026,C,449.8,37,63.00566190347803,96257.2,5.777258566978193,Healthy
P00026,2024-12-23,160,32,0,0,19.403846153846153,C,1094.97,35,57.720515361744305,175195.2,6.3062499999999995,Healthy
P00027,2024-12-23,260,13,0,0,18.794871794871796,B,850.73,43,96.83492496589358,221189.80000000002,3.7589743589743594,Excess
P00028,2024-12-23,66,14,0,0,10.275641025641026,C,471.91,30,44.96069868995633,31146.06,8.095959595959597,Healthy
P00029,2024-12-23,58,9,0,0,5.141025641025641,A,4196.96,33,78.9725685785536,243423.68,4.609195402298851,Healthy
P00030,2024-12-23,191,16,0,0,12.653846153846153,C,294.96,50,105.65957446808511,56337.35999999999,3.445026178010471,Excess
P00031,2024-12-23,196,19,0,0,10.884615384615385,C,472.16,59,126.04946996466431,92543.36,2.8877551020408165,Excess
P00032,2024-12-23,56,3,0,0,6.647435897435898,C,991.12,35,58.970106075216975,55502.72,6.1726190476190474,Healthy
P00033,2024-12-23,155,15,0,0,13.012820512820513,C,276.87,49,83.37931034482759,42914.85,4.365591397849462,Healthy
P00034,2024-12-23,153,7,0,0,8.224358974358974,C,684.58,57,130.22291504286827,104740.74,2.79520697167756,Excess
P00035,2024-12-23,54,2,0,0,4.211538461538462,A,4780.74,40,89.75342465753424,258159.96,4.055555555555555,Healthy
P00036,2024-12-23,183,13,0,0,16.08974358974359,B,855.05,34,79.61593625498007,156474.15,4.571948998178507,Healthy
P00037,2024-12-23,62,3,0,0,4.230769230769231,A,6621.05,37,102.58181818181818,410505.10000000003,3.5483870967741935,Excess
P00038,2024-12-23,99,9,0,0,18.76923076923077,C,1144.08,24,36.92213114754098,113263.92,9.85858585858586,Healthy
P00039,2024-12-23,114,14,0,0,15.224358974358974,C,1599.03,27,52.416,182289.41999999998,6.944444444444445,Healthy
P00040,2024-12-23,340,16,0,10,18.53846153846154,C,166.51,61,128.3817427385892,56613.399999999994,2.835294117647059,Excess
P00041,2024-12-23,74,17,0,0,16.19871794871795,C,700.78,24,31.977839335180057,51857.72,11.382882882882882,Healthy
P00042,2024-12-23,230,18,0,0,15.493589743589743,B,2238.82,42,103.91394290442699,514928.60000000003,3.502898550724637,Excess
P00043,2024-12-23,26,1,0,0,5.448717948717949,C,1779.33,21,33.40235294117647,46262.58,10.897435897435898,Healthy
P00044,2024-12-23,83,9,0,0,10.397435897435898,B,1222.57,25,55.87916152897657,101473.31,6.514056224899599,Healthy
P00045,2024-12-23,112,16,0,0,12.538461538461538,B,4045.15,29,62.52760736196319,453056.8,5.821428571428571,Healthy
P00046,2024-12-23,382,14,0,0,21.576923076923077,C,174.12,51,123.92869875222816,66513.84,2.93717277486911,Excess
P00047,2024-12-23,92,8,0,0,8.775641025641026,C,175.38,47,73.38495252008767,16134.96,4.960144927536231,Healthy
P00048,2024-12-23,367,23,0,0,20.05128205128205,C,1384.03,63,128.1214833759591,507939.01,2.841053587647593,Excess
P00049,2024-12-23,86,3,0,0,5.967948717948718,A,10717.62,45,100.87218045112782,921715.3200000001,3.608527131782946,Excess
P00050,2024-12-23,84,0,0,0,8.314102564102564,C,448.26,36,70.72320740169621,37653.84,5.146825396825398,Healthy
P00051,2024-12-23,96,5,0,0,5.378205128205129,A,8954.31,39,124.94874851013111,859613.76,2.913194444444444,Excess
P00052,2024-12-23,89,21,0,0,14.621794871794872,C,1176.07,28,42.60762823323104,104670.23,8.543071161048688,Healthy
P00053,2024-12-23,77,10,0,0,4.217948717948718,C,501.15,65,127.7872340425532,38588.549999999996,2.8484848484848486,Excess
P00054,2024-12-23,168,13,0,0,14.76923076923077,B,4059.97,38,79.625,682074.96,4.571428571428571,Healthy
P00055,2024-12-23,61,0,0,1,4.4423076923076925,A,4354.59,34,96.12121212121212,265629.99,3.7868852459016393,Excess
P00056,2024-12-23,559,45,0,0,32.51923076923077,B,1158.25,49,120.32879952690716,647461.75,3.0250447227191413,Excess
P00057,2024-12-23,336,37,0,0,22.173076923076923,C,118.18,56,106.0745880312229,39708.48,3.431547619047619,Excess
P00058,2024-12-23,142,12,0,0,11.134615384615385,B,1572.49,41,89.27115716753022,223293.58,4.077464788732395,Healthy
P00059,2024-12-23,390,11,0,0,31.512820512820515,C,1183.97,46,86.63140764849472,461748.3,4.201709401709402,Healthy
P00060,2024-12-23,544,27,0,0,39.26923076923077,C,546.59,52,96.97159647404507,297344.96,3.7536764705882346,Excess
P00061,2024-12-23,188,1,0,0,6.621794871794871,C,192.94,82,198.7376573088093,36272.72,1.8315602836879432,Excess
P00062,2024-12-23,9,4,0,0,1.9038461538461537,A,9803.25,24,33.09090909090909,88229.25,11.0,Healthy
P00063,2024-12-23,163,18,0,0,18.596153846153847,C,359.45,36,61.35677352637021,58590.35,5.932515337423314,Healthy
P00064,2024-12-23,88,6,0,0,12.333333333333334,B,1813.76,29,49.945945945945944,159610.88,7.287878787878788,Healthy
P00065,2024-12-23,115,7,0,0,8.724358974358974,C,1417.61,47,92.27038941954446,163025.15,3.944927536231884,Excess
P00066,2024-12-23,81,3,0,0,8.474358974358974,C,1038.9,32,66.90771558245083,84150.90000000001,5.440329218106995,Healthy
P00067,2024-12-23,88,6,0,0,14.666666666666666,C,788.2,27,42.0,69361.6,8.666666666666666,Healthy
P00068,2024-12-23,86,22,0,0,17.128205128205128,C,1081.77,24,35.14670658682635,93032.22,10.356589147286822,Healthy
P00069,2024-12-23,107,12,0,0,8.083333333333334,A,2074.07,35,92.65979381443299,221925.49000000002,3.928348909657321,Excess
P00070,2024-12-23,120,12,0,0,16.346153846153847,C,747.93,26,51.38823529411764,89751.59999999999,7.083333333333334,Healthy
P00071,2024-12-23,151,21,0,0,15.032051282051283,B,1389.28,33,70.31641791044775,209781.28,5.176600441501104,Healthy
P00072,2024-12-23,253,6,0,0,12.935897435897436,B,5776.32,53,136.90584737363724,1461408.96,2.658761528326746,Excess
P00073,2024-12-23,80,2,0,0,6.75,A,3427.65,33,82.96296296296296,274212.0,4.3875,Healthy
P00074,2024-12-23,27,6,0,0,4.506410256410256,A,6860.32,22,41.940256045519206,185228.63999999998,8.679012345679011,Healthy
P00075,2024-12-23,99,6,0,0,7.2756410256410255,B,1671.55,44,95.24933920704846,165483.44999999998,3.8215488215488214,Excess
P00076,2024-12-23,199,7,0,0,11.134615384615385,B,1209.39,52,125.10535405872194,240668.61000000002,2.909547738693467,Excess
P00077,2024-12-23,130,9,0,0,14.705128205128204,B,3610.51,32,61.88317349607672,469366.30000000005,5.8820512820512825,Healthy
P00078,2024-12-23,49,23,0,0,14.833333333333334,C,1652.36,18,23.123595505617978,80965.64,15.741496598639456,Healthy
P00079,2024-12-23,45,26,8,0,14.916666666666666,C,1332.7,19,21.117318435754193,59971.5,17.237037037037034,Healthy
P00080,2024-12-23,409,20,0,0,25.878205128205128,B,2645.52,46,110.63363884072331,1082017.68,3.2901385493072532,Excess
P00081,2024-12-23,62,7,0,0,10.820512820512821,B,3484.88,22,40.10900473933649,216062.56,9.075268817204302,Healthy
P00082,2024-12-23,102,9,0,0,12.83974358974359,B,3141.79,28,55.608587119321015,320462.58,6.545751633986929,Healthy
P00083,2024-12-23,181,25,0,0,20.057692307692307,C,633.81,36,63.16778523489934,114719.60999999999,5.762430939226519,Healthy
P00084,2024-12-23,331,20,0,0,19.294871794871796,B,698.37,56,120.08372093023256,231160.47,3.0312185297079557,Excess
P00085,2024-12-23,196,11,0,0,10.583333333333334,A,5707.21,46,129.63779527559055,1118613.16,2.807823129251701,Excess
P00086,2024-12-23,350,17,0,0,29.705128205128204,B,1304.63,34,82.47734138972811,456620.50000000006,4.413333333333332,Healthy
P00087,2024-12-23,47,6,0,0,7.141025641025641,B,5571.11,23,46.07181328545781,261842.16999999998,7.9007092198581566,Healthy
P00088,2024-12-23,148,16,0,0,14.16025641025641,B,1770.73,34,73.16251697600724,262068.04,4.975225225225225,Healthy
P00089,2024-12-23,153,27,0,0,15.865384615384615,C,1257.21,48,67.50545454545455,192353.13,5.3921568627450975,Healthy
P00090,2024-12-23,107,15,0,0,8.467948717948717,C,283.75,39,88.45117335352006,30361.25,4.115264797507788,Healthy
P00091,2024-12-23,211,20,0,0,15.403846153846153,C,1711.8,42,95.88514357053683,361189.8,3.7962085308056874,Excess
P00092,2024-12-23,146,5,0,0,11.333333333333334,C,260.6,49,90.17647058823529,38047.600000000006,4.036529680365297,Excess
P00093,2024-12-23,68,14,0,0,8.66025641025641,C,509.04,42,54.96373056994818,34614.72,6.622549019607844,Healthy
P00094,2024-12-23,86,13,0,0,13.237179487179487,B,1920.47,29,45.47796610169491,165160.42,8.003875968992249,Healthy
P00095,2024-12-23,177,6,0,0,11.198717948717949,C,544.85,56,110.63766456783056,96438.45,3.290018832391714,Excess
P00096,2024-12-23,105,0,0,0,4.833333333333333,C,484.29,72,152.0689655172414,50850.450000000004,2.3936507936507936,Excess
P00097,2024-12-23,153,6,0,0,9.621794871794872,B,701.96,43,111.3097934710193,107399.88,3.2701525054466236,Excess
P00098,2024-12-23,79,6,0,1,6.955128205128205,C,1048.02,43,79.50967741935483,82793.58,4.5780590717299585,Healthy
P00099,2024-12-23,49,2,0,0,3.7884615384615383,B,1205.13,51,90.53807106598985,59051.37,4.020408163265306,Excess
P00100,2024-12-23,284,27,0,0,21.923076923076923,C,486.84,43,90.68070175438596,138262.56,4.014084507042254,Excess
P00101,2024-12-23,717,39,0,0,41.07051282051282,C,1068.38,62,122.20446386764476,766028.4600000001,2.9786145978614598,Excess
P00102,2024-12-23,35,13,0,0,6.42948717948718,C,1071.25,30,38.10568295114656,37493.75,9.552380952380952,Healthy
P00103,2024-12-23,231,22,0,0,20.58974358974359,C,1290.9,42,78.53424657534246,298197.9,4.634920634920635,Healthy
P00104,2024-12-23,85,12,0,0,11.955128205128204,C,481.56,29,49.76943699731903,40932.6,7.313725490196079,Healthy
P00105,2024-12-23,41,0,0,0,6.980769230769231,C,344.57,22,41.112947658402206,14127.369999999999,8.853658536585366,Healthy
P00106,2024-12-23,102,9,0,0,8.365384615384615,C,177.67,49,85.35172413793104,18122.34,4.264705882352941,Healthy
P00107,2024-12-23,68,7,0,3,7.653846153846154,B,1175.42,36,62.19095477386935,79928.56,5.852941176470588,Healthy
P00108,2024-12-23,358,24,0,0,41.717948717948715,C,601.72,36,60.0700676090965,215415.76,6.059590316573557,Healthy
P00109,2024-12-23,108,5,0,0,8.865384615384615,B,800.02,50,85.27548806941432,86402.16,4.268518518518518,Healthy
P00110,2024-12-23,93,10,0,0,6.038461538461538,A,12558.79,39,107.80891719745223,1167967.47,3.376344086021505,Excess
P00111,2024-12-23,183,19,0,0,8.685897435897436,A,7951.34,52,147.48044280442804,1455095.22,2.4681238615664847,Excess
P00112,2024-12-23,139,16,0,0,12.397435897435898,C,226.73,51,78.48397104446742,31515.469999999998,4.637889688249401,Healthy
P00113,2024-12-23,61,2,0,0,2.8141025641025643,A,4031.3,51,151.73576309794987,245909.30000000002,2.398907103825137,Excess
P00114,2024-12-23,78,5,0,0,5.871794871794871,B,3989.96,36,92.98689956331879,311216.88,3.9145299145299144,Excess
P00115,2024-12-23,340,43,0,0,31.237179487179485,B,2958.23,43,76.1912579519803,1005798.2,4.777450980392157,Healthy
P00116,2024-12-23,570,16,0,0,28.025641025641026,B,2923.87,54,142.36962488563586,1666605.9,2.5567251461988305,Excess
P00117,2024-12-23,104,10,0,0,7.6923076923076925,B,1256.23,50,94.64,130647.92,3.8461538461538463,Excess
P00118,2024-12-23,95,9,0,0,8.634615384615385,C,352.76,39,77.01559020044543,33512.2,4.726315789473684,Healthy
P00119,2024-12-23,56,5,0,0,4.006410256410256,A,6480.24,33,97.84320000000001,362893.44,3.720238095238095,Excess
P00120,2024-12-23,235,16,0,0,18.487179487179485,C,1334.93,46,88.98058252427185,313708.55,4.090780141843971,Healthy
P00121,2024-12-23,120,22,0,0,25.262820512820515,C,296.35,26,33.25044404973357,35562.0,10.947222222222223,Healthy
P00122,2024-12-23,98,12,0,0,15.76923076923077,B,4852.65,24,43.50243902439024,475559.69999999995,8.367346938775512,Healthy
P00123,2024-12-23,320,21,0,0,27.21153846153846,B,3000.73,47,82.31802120141343,960233.6,4.421875,Healthy
P00124,2024-12-23,44,8,0,0,13.121794871794872,C,1018.72,16,23.4723986321446,44823.68,15.507575757575758,Healthy
P00125,2024-12-23,132,4,0,0,6.378205128205129,A,1490.01,47,144.86834170854272,196681.32,2.5126262626262625,Excess
P00126,2024-12-23,143,2,0,0,8.448717948717949,B,2493.86,52,118.47951441578148,356621.98000000004,3.0722610722610724,Excess
P00127,2024-12-23,589,25,0,0,19.576923076923077,C,399.15,85,210.60510805500982,235099.34999999998,1.7283531409168083,Excess
P00128,2024-12-23,202,16,0,0,17.46153846153846,C,1102.45,45,80.97797356828194,222694.90000000002,4.495049504950495,Healthy
P00129,2024-12-23,151,5,0,0,4.955128205128205,C,346.14,86,213.31435963777488,52267.14,1.706401766004415,Excess
P00130,2024-12-23,48,2,0,0,7.685897435897436,B,1056.28,24,43.716430358632195,50701.44,8.326388888888888,Healthy
P00131,2024-12-23,25,5,0,0,3.4615384615384617,C,397.49,38,50.55555555555556,9937.25,7.2,Healthy
P00132,2024-12-23,129,13,0,0,17.596153846153847,C,949.75,31,51.31803278688524,122517.75,7.093023255813954,Healthy
P00133,2024-12-23,90,11,0,0,10.455128205128204,B,3109.7,31,60.257510729613735,279873.0,6.04074074074074,Healthy
P00134,2024-12-23,71,11,0,0,13.301282051282051,C,368.12,30,37.36481927710844,26136.52,9.741784037558684,Healthy
P00135,2024-12-23,60,2,0,0,4.217948717948718,A,10313.86,37,99.57446808510637,618831.6000000001,3.655555555555556,Excess
P00136,2024-12-23,86,13,0,0,13.166666666666666,B,3098.46,28,45.721518987341774,266467.56,7.961240310077519,Healthy
P00137,2024-12-23,278,17,0,0,21.237179487179485,C,794.11,48,91.6317536975551,220762.58000000002,3.972422062350119,Excess
P00138,2024-12-23,154,5,0,0,12.474358974358974,B,2379.41,33,86.41726618705036,366429.13999999996,4.212121212121212,Healthy
P00139,2024-12-23,122,6,0,0,10.935897435897436,B,1599.14,34,78.09144196951934,195095.08000000002,4.66120218579235,Healthy
P00140,2024-12-23,93,25,0,0,17.69871794871795,C,246.31,30,36.78232524447664,22906.83,9.89605734767025,Healthy
P00141,2024-12-23,159,15,0,0,15.5,C,513.64,39,71.80645161290323,81668.76,5.069182389937106,Healthy
P00142,2024-12-23,60,9,0,0,7.846153846153846,C,561.55,32,53.529411764705884,33693.0,6.8,Healthy
P00143,2024-12-23,146,37,0,0,25.602564102564102,C,262.16,29,39.91787681522283,38275.36,9.118721461187215,Healthy
P00144,2024-12-23,168,12,0,0,17.576923076923077,C,1196.12,37,66.90590809628009,200948.15999999997,5.440476190476191,Healthy
P00145,2024-12-23,85,7,0,0,4.141025641025641,A,3608.96,48,143.68421052631578,306761.6,2.5333333333333337,Excess
P00146,2024-12-23,49,13,0,0,12.256410256410257,B,4265.18,13,27.985355648535563,208993.82,13.006802721088437,Healthy
P00147,2024-12-23,203,11,0,0,11.25,B,434.55,60,126.3111111111111,88213.65000000001,2.8817733990147785,Excess
P00148,2024-12-23,53,7,0,0,5.782051282051282,A,12062.12,27,64.1640798226164,639292.36,5.672955974842767,Healthy
P00149,2024-12-23,103,16,0,0,20.80128205128205,C,2043.71,26,34.661325115562406,210502.13,10.501618122977346,Healthy
P00150,2024-12-23,104,21,0,0,13.294871794871796,B,2083.89,31,54.7579556412729,216724.56,6.647435897435898,Healthy
P00151,2024-12-23,172,16,0,0,11.25,B,969.59,45,107.02222222222223,166769.48,3.4011627906976742,Excess
P00152,2024-12-23,61,2,0,0,4.0,B,2142.57,52,106.75,130696.77,3.4098360655737703,Excess
P00153,2024-12-23,334,9,0,0,13.032051282051283,B,2261.29,70,179.40383669454008,755270.86,2.0289421157684635,Excess
P00154,2024-12-23,225,26,0,0,23.006410256410255,C,231.5,32,68.45918083031485,52087.5,5.3170370370370375,Healthy
P00155,2024-12-23,129,3,0,0,6.4423076923076925,A,3795.73,50,140.16716417910447,489649.17,2.5968992248062013,Excess
P00156,2024-12-23,350,28,0,0,28.05128205128205,B,3884.32,45,87.34003656307131,1359512.0,4.167619047619048,Healthy
P00157,2024-12-23,62,9,0,0,11.935897435897436,B,2503.54,24,36.3609022556391,155219.48,10.010752688172042,Healthy
P00158,2024-12-23,273,13,0,0,13.923076923076923,B,1883.28,54,137.25414364640886,514135.44,2.6520146520146515,Excess
P00159,2024-12-23,178,17,0,0,16.57051282051282,C,374.56,38,75.19381044487427,66671.68000000001,4.840823970037453,Healthy
P00160,2024-12-23,67,5,0,0,9.474358974358974,B,2045.9,31,49.50202976995941,137075.30000000002,7.353233830845771,Healthy
P00161,2024-12-23,31,1,0,0,2.2435897435897436,A,4072.98,39,96.72,126262.38,3.763440860215054,Excess
P00162,2024-12-23,130,7,0,0,12.301282051282051,B,2948.08,37,73.97602918186556,383250.39999999997,4.920512820512821,Healthy
P00163,2024-12-23,265,25,0,0,20.846153846153847,C,294.92,44,88.98523985239852,78153.8,4.090566037735849,Healthy
P00164,2024-12-23,369,14,0,0,10.955128205128204,C,1442.53,95,235.77998829724987,532293.57,1.5438121047877145,Excess
P00165,2024-12-23,36,5,0,0,11.788461538461538,C,1437.31,16,21.376835236541602,51743.159999999996,17.027777777777775,Healthy
P00166,2024-12-23,22,11,0,0,4.25,C,370.19,30,36.23529411764706,8144.18,10.045454545454545,Healthy
P00167,2024-12-23,150,3,0,2,8.974358974358974,C,364.28,56,117.0,54641.99999999999,3.1111111111111107,Excess
P00168,2024-12-23,39,6,0,0,2.9294871794871793,A,3707.61,40,93.19037199124728,144596.79,3.9059829059829054,Excess
P00169,2024-12-23,136,14,0,0,11.596153846153847,B,814.51,42,82.09618573797678,110773.36,4.4338235294117645,Healthy
P00170,2024-12-23,155,17,0,0,19.141025641025642,C,508.42,35,56.684527796383115,78805.1,6.421505376344086,Healthy
P00171,2024-12-23,132,5,0,0,7.108974358974359,B,977.38,56,129.9765554553652,129014.16,2.8005050505050506,Excess
P00172,2024-12-23,58,2,0,0,3.878205128205128,C,522.73,53,104.68760330578512,30318.34,3.477011494252874,Excess
P00173,2024-12-23,127,16,0,0,16.365384615384617,B,971.55,31,54.3219741480611,123386.84999999999,6.700787401574803,Healthy
P00174,2024-12-23,27,6,1,0,5.0256410256410255,C,476.71,35,37.607142857142854,12871.17,9.679012345679013,Healthy
P00175,2024-12-23,587,22,0,0,33.25,C,906.57,60,123.57894736842104,532156.5900000001,2.945485519591142,Excess
P00176,2024-12-23,226,25,0,3,21.897435897435898,C,600.69,44,72.24590163934427,135755.94,5.03834808259587,Healthy
P00177,2024-12-23,61,6,0,0,9.621794871794872,C,327.7,35,44.37841439040639,19989.7,8.202185792349727,Healthy
P00178,2024-12-23,321,40,0,0,18.33974358974359,C,839.09,58,122.52079692415239,269347.89,2.970924195223261,Excess
P00179,2024-12-23,17,10,4,0,5.833333333333333,C,644.05,12,20.400000000000002,10948.849999999999,17.843137254901958,Healthy
P00180,2024-12-23,94,10,0,0,10.916666666666666,B,2758.93,33,60.27480916030535,259339.41999999998,6.039007092198581,Healthy
P00181,2024-12-23,209,6,0,0,15.423076923076923,B,995.65,42,94.85785536159601,208090.85,3.8373205741626797,Excess
P00182,2024-12-23,145,8,0,0,8.974358974358974,C,371.98,53,113.10000000000001,53937.100000000006,3.2183908045977008,Excess
P00183,2024-12-23,127,3,0,0,6.371794871794871,A,3080.58,49,139.5211267605634,391233.66,2.6089238845144354,Excess
P00184,2024-12-23,265,18,0,0,17.57051282051282,B,423.99,44,105.57460780736957,112357.35,3.4477987421383647,Excess
P00185,2024-12-23,75,8,0,0,10.871794871794872,C,367.48,25,48.29009433962264,27561.0,7.5377777777777775,Healthy
P00186,2024-12-23,138,5,0,0,10.455128205128204,C,964.22,46,92.39484978540773,133062.36000000002,3.939613526570048,Excess
P00187,2024-12-23,97,9,0,0,13.538461538461538,B,951.17,25,50.15340909090909,92263.48999999999,7.257731958762887,Healthy
P00188,2024-12-23,75,5,0,0,7.903846153846154,B,3409.48,38,66.42335766423358,255711.0,5.4799999999999995,Healthy
P00189,2024-12-23,213,10,0,0,15.5,B,2173.19,43,96.19354838709677,462889.47000000003,3.7840375586854464,Excess
P00190,2024-12-23,53,2,0,0,5.217948717948718,A,4230.32,28,71.10073710073709,224206.96,5.119496855345912,Healthy
P00191,2024-12-23,241,9,0,0,15.621794871794872,C,1101.47,59,107.99015182601559,265454.27,3.3706777316735823,Excess
P00192,2024-12-23,90,7,0,0,13.256410256410257,B,498.61,25,47.524177949709866,44874.9,7.659259259259259,Healthy
P00193,2024-12-23,55,16,0,0,11.493589743589743,B,1404.96,23,33.49693251533743,77272.8,10.866666666666665,Healthy
P00194,2024-12-23,231,12,0,0,19.5,C,368.34,39,82.92307692307693,85086.54,4.389610389610389,Healthy
P00195,2024-12-23,78,8,0,0,5.4743589743589745,A,8850.56,35,99.73770491803278,690343.6799999999,3.64957264957265,Excess
P00196,2024-12-23,145,7,0,0,9.762820512820513,B,2689.41,43,103.96585686145765,389964.44999999995,3.5011494252873563,Excess
P00197,2024-12-23,24,1,0,0,6.576923076923077,C,1056.57,19,25.54385964912281,25357.68,14.249999999999998,Healthy
P00198,2024-12-23,152,15,0,0,15.826923076923077,C,1165.95,37,67.22721749696234,177224.4,5.414473684210526,Healthy
P00199,2024-12-23,716,41,0,0,32.80769230769231,C,1088.55,71,152.76905041031654,779401.7999999999,2.38268156424581,Excess
P00200,2024-12-23,82,2,0,0,6.910256410256411,C,287.21,41,83.06493506493507,23551.219999999998,4.382113821138211,Healthy
P00201,2024-12-23,358,14,0,0,22.83974358974359,B,1354.83,52,109.72102161100196,485029.13999999996,3.3175046554934826,Excess
P00202,2024-12-23,86,1,0,0,4.288461538461538,C,323.4,69,140.37668161434976,27812.399999999998,2.5930232558139537,Excess
P00203,2024-12-23,407,18,0,0,21.493589743589745,C,1309.16,61,132.55114822546972,532828.12,2.746109746109746,Excess
P00204,2024-12-23,122,16,0,0,18.17948717948718,C,1829.42,33,46.97602256699577,223189.24000000002,7.74863387978142,Healthy
P00205,2024-12-23,148,38,0,0,19.557692307692307,C,926.47,25,52.97148475909538,137117.56,6.871621621621621,Healthy
P00206,2024-12-23,76,10,0,0,8.801282051282051,C,492.96,41,60.44573925710124,37464.96,6.021929824561404,Healthy
P00207,2024-12-23,56,7,1,0,9.211538461538462,C,651.73,28,42.5553235908142,36496.880000000005,8.553571428571429,Healthy
P00208,2024-12-23,51,4,0,0,3.3076923076923075,A,2809.54,42,107.93023255813954,143286.54,3.372549019607843,Excess
P00209,2024-12-23,150,0,0,0,10.166666666666666,C,213.49,52,103.27868852459017,32023.5,3.5244444444444447,Excess
P00210,2024-12-23,53,9,0,0,4.185897435897436,B,1074.18,43,88.63093415007657,56931.54,4.1069182389937104,Healthy
P00211,2024-12-23,114,0,0,0,11.461538461538462,C,1199.34,34,69.62416107382549,136724.75999999998,5.228070175438598,Healthy
P00212,2024-12-23,348,23,0,0,20.884615384615383,C,1060.94,50,116.64088397790057,369207.12,3.1206896551724133,Excess
P00213,2024-12-23,76,21,3,0,9.455128205128204,C,374.67,38,56.26576271186441,28474.920000000002,6.469298245614034,Healthy
P00214,2024-12-23,109,14,0,0,11.326923076923077,C,933.94,37,67.3616298811545,101799.46,5.4036697247706424,Healthy
P00215,2024-12-23,329,17,0,0,14.493589743589743,B,2286.79,61,158.89783281733747,752353.91,2.2907801418439715,Excess
P00216,2024-12-23,122,17,0,0,21.634615384615383,C,306.86,29,39.47377777777778,37436.92,9.221311475409836,Healthy
P00217,2024-12-23,153,21,0,0,20.641025641025642,C,691.28,36,51.88695652173912,105765.84,7.01525054466231,Healthy
P00218,2024-12-23,350,40,0,0,29.576923076923077,B,2340.25,38,82.83485045513653,819087.5,4.394285714285714,Healthy
P00219,2024-12-23,158,6,0,0,6.378205128205129,A,2387.27,53,173.40301507537689,377188.66,2.09915611814346,Excess
P00220,2024-12-23,89,9,0,0,4.493589743589744,A,8993.0,47,138.641940085592,800377.0,2.6254681647940075,Excess
P00221,2024-12-23,57,17,0,0,15.35897435897436,C,1860.27,24,25.97829716193656,106035.39,14.011695906432749,Healthy
P00222,2024-12-23,302,18,0,0,14.83974358974359,B,2487.27,56,142.45529157667386,751155.54,2.555187637969095,Excess
