part_id,date,on_hand_qty,consumption_qty,backorder_qty,blocked_qty,avg_weekly_demand,criticality_class,unit_cost,lead_time_days,days_of_coverage,inventory_value,inventory_turns,stock_status,demand_std,demand_mean,lead_time_weeks,safety_stock,reorder_point,vs_safety_stock,target_days,z_score,recommended_ss,recommended_rop,recommended_on_hand,current_value,recommended_value,potential_reduction
P00015,2024-12-23,36,2,0,0,2.6794871794871793,A,3003.43,36,94.04784688995217,108123.48,3.87037037037037,Excess,1.7338645238112889,2.6794871794871793,5.142857142857143,6.487857991016112,20.268077771235895,5.548826754508196,45.0,2.33,9.161641890343965,22.941861670563746,17.225274725274726,108123.48,51734.90686813187,56388.57313186813
P00016,2024-12-23,63,6,0,0,13.967948717948717,B,2044.15,15,31.572280862781092,128781.45000000001,11.529100529100528,Healthy,5.809247213232536,13.967948717948717,2.142857142857143,14.031380828444995,43.962699509763674,4.4899358637806905,30.0,1.65,14.031380828444995,43.962699509763674,59.86263736263736,128781.45000000001,122368.21016483517,6413.239835164844
P00017,2024-12-23,168,12,0,0,10.35897435897436,A,6462.47,44,113.52475247524751,1085694.96,3.2063492063492065,Excess,5.091357278886819,10.35897435897436,6.285714285714286,21.06176857984013,86.17532169339324,7.976538122292634,45.0,2.33,29.74177017638031,94.85532328993342,66.5934065934066,1085694.96,430357.8923076924,655337.0676923075
P00018,2024-12-23,429,21,0,0,34.22435897435897,C,1153.39,44,87.74452144596367,494804.31000000006,4.1484071484071485,Healthy,11.463025394691332,34.22435897435897,6.285714285714286,47.41988724480289,262.544429369345,9.046837201136901,21.0,1.28,36.786336771725885,251.910878896268,102.6730769230769,494804.31000000006,118422.10019230768,376382.2098076924
P00019,2024-12-23,118,17,0,0,14.871794871794872,B,2838.25,34,55.54137931034482,334913.5,6.553672316384182,Healthy,5.754905844041236,14.871794871794872,4.857142857142857,20.92727133604598,93.16170357047821,5.6385755268892614,30.0,1.65,20.92727133604598,93.16170357047821,63.73626373626374,334913.5,180899.45054945056,154014.04945054944
P00020,2024-12-23,80,4,0,0,5.2756410256410255,C,295.4,46,106.14823815309842,23632.0,3.4291666666666667,Excess,4.029846259692502,5.2756410256410255,6.571428571428571,17.045208501011754,51.71370666950992,4.693401080734884,21.0,1.28,13.2229496250273,47.89144779352547,15.826923076923077,23632.0,4675.273076923077,18956.726923076923
P00021,2024-12-23,83,14,0,0,5.602564102564102,C,415.37,49,103.70251716247141,34475.71,3.51004016064257,Excess,4.248232250469466,5.602564102564102,7.0,18.54561397653767,57.76356269448638,4.475451721631029,21.0,1.28,14.386900539374679,53.604849257323394,16.807692307692307,34475.71,6981.411153846154,27494.298846153844
P00022,2024-12-23,70,8,0,0,3.6666666666666665,A,5429.21,49,133.63636363636363,380044.7,2.723809523809524,Excess,2.113957711095725,3.6666666666666665,7.0,9.228460536349916,34.89512720301658,7.585230464417929,45.0,2.33,13.031704878603216,38.69837154526988,23.571428571428573,380044.7,127974.23571428572,252070.4642857143
P00023,2024-12-23,83,6,0,0,5.621794871794871,A,2333.09,40,103.34777651083239,193646.47,3.5220883534136544,Excess,2.8314887198352343,5.621794871794871,5.714285714285714,11.168111872350474,43.2926539968926,7.431873977327161,45.0,2.33,15.770727674288851,47.895269798830974,36.14010989010989,193646.47,84318.1289835165,109328.34101648351
P00024,2024-12-23,98,8,0,0,5.621794871794871,A,7635.37,45,122.02508551881414,748266.26,2.9829931972789114,Excess,2.8177844161176466,5.621794871794871,6.428571428571429,11.788239316538212,47.9283492066481,8.313370416777314,45.0,2.33,16.64642279244487,52.786532682554764,36.14010989010989,748266.26,275943.1108516483,472323.1491483517
P00025,2024-12-23,214,18,0,0,23.775641025641026,C,449.8,37,63.00566190347803,96257.2,5.777258566978193,Healthy,10.713617333124633,23.775641025641026,5.285714285714286,40.64170475086788,166.3129501721133,5.265527155216838,21.0,1.28,31.528110352188417,157.19935577343384,71.32692307692308,96257.2,32082.850000000002,64174.34999999999
P00026,2024-12-23,160,32,0,0,19.403846153846153,C,1094.97,35,57.720515361744305,175195.2,6.3062499999999995,Healthy,6.383222814437807,19.403846153846153,5.0,23.550978212207262,120.57020898143804,6.79377300417469,21.0,1.28,18.269849764621394,115.28908053385217,58.21153846153846,175195.2,63739.88826923077,111455.31173076924
P00027,2024-12-23,260,13,0,0,18.794871794871796,B,850.73,43,96.83492496589358,221189.80000000002,3.7589743589743594,Excess,6.6930083392013415,18.794871794871796,6.142857142857143,27.370990764182693,142.82520321839516,9.499108097330275,30.0,1.65,27.370990764182693,142.82520321839516,80.54945054945055,221189.80000000002,68525.83406593408,152663.96593406593
P00028,2024-12-23,66,14,0,0,10.275641025641026,C,471.91,30,44.96069868995633,31146.06,8.095959595959597,Healthy,4.602346831848793,10.275641025641026,4.285714285714286,15.720809151995883,59.75927069045743,4.198257186502437,21.0,1.28,12.19553679669984,56.23399833516138,30.826923076923077,31146.06,14547.53326923077,16598.526730769234
P00029,2024-12-23,58,9,0,0,5.141025641025641,A,4196.96,33,78.9725685785536,243423.68,4.609195402298851,Healthy,2.811149960881508,5.141025641025641,4.714285714285714,10.071076800029276,34.30734053629301,5.759066398920858,45.0,2.33,14.22158117822316,38.4578449144869,33.049450549450555,243423.68,138707.221978022,104716.458021978
P00030,2024-12-23,191,16,0,0,12.653846153846153,C,294.96,50,105.65957446808511,56337.35999999999,3.445026178010471,Excess,4.6789216377609595,12.653846153846153,7.142857142857143,20.633157727361993,111.01777311197738,9.256944696676822,21.0,1.28,16.00632841880203,106.39094380341741,37.96153846153846,56337.35999999999,11197.135384615383,45140.224615384606
P00031,2024-12-23,196,19,0,0,10.884615384615385,C,472.16,59,126.04946996466431,92543.36,2.8877551020408165,Excess,4.087686526806967,10.884615384615385,8.428571428571429,19.581164396270957,111.32292263802921,10.00961924599981,21.0,1.28,15.190236622561715,106.93199486431996,32.65384615384615,92543.36,15417.84,77125.52
P00032,2024-12-23,56,3,0,0,6.647435897435898,C,991.12,35,58.970106075216975,55502.72,6.1726190476190474,Healthy,5.3627201657842924,6.647435897435898,5.0,19.78582127775432,53.02300076493381,2.830309604735092,21.0,1.28,15.349000748803354,48.586180235982845,19.942307692307693,55502.72,19765.22,35737.5
P00033,2024-12-23,155,15,0,0,13.012820512820513,C,276.87,49,83.37931034482759,42914.85,4.365591397849462,Healthy,5.074906233981624,13.012820512820513,7.0,22.15445070644313,113.24419429618672,6.996336855913187,21.0,1.28,17.186482972271037,108.27622656201463,39.03846153846154,42914.85,10808.578846153847,32106.27115384615
P00034,2024-12-23,153,7,0,0,8.224358974358974,C,684.58,57,130.22291504286827,104740.74,2.79520697167756,Excess,6.4323514166846785,8.224358974358974,8.142857142857142,30.286013744711305,97.25579396449152,5.05183684091531,21.0,1.28,23.49460460195786,90.46438482173808,24.673076923076923,104740.74,16890.695,87850.04500000001
P00035,2024-12-23,54,2,0,0,4.211538461538462,A,4780.74,40,89.75342465753424,258159.96,4.055555555555555,Healthy,2.336276650058366,4.211538461538462,5.714285714285714,9.214869481849933,33.280803547784,5.860093852263573,45.0,2.33,13.012512662248692,37.078446728182755,27.074175824175825,258159.96,129434.59532967032,128725.36467032967
P00036,2024-12-23,183,13,0,0,16.08974358974359,B,855.05,34,79.61593625498007,156474.15,4.571948998178507,Healthy,6.798834620131168,16.08974358974359,4.857142857142857,24.723437832038414,102.87362098222157,7.401883234978568,30.0,1.65,24.723437832038414,102.87362098222157,68.95604395604396,156474.15,58960.86538461538,97513.28461538462
P00037,2024-12-23,62,3,0,0,4.230769230769231,A,6621.05,37,102.58181818181818,410505.10000000003,3.5483870967741935,Excess,2.467455667075424,4.230769230769231,5.285714285714286,9.36020034961319,31.722837712250552,6.623789842549913,45.0,2.33,13.217737463393172,35.580374826030535,27.1978021978022,410505.10000000003,180078.00824175827,230427.09175824176
P00038,2024-12-23,99,9,0,0,18.76923076923077,C,1144.08,24,36.92213114754098,113263.92,9.85858585858586,Healthy,6.149582890493238,18.76923076923077,3.4285714285714284,18.78824456927888,83.13989292092722,5.269252251584873,21.0,1.28,14.575123059804223,78.92677141145258,56.30769230769231,113263.92,64420.50461538461,48843.415384615386
P00039,2024-12-23,114,14,0,0,15.224358974358974,C,1599.03,27,52.416,182289.41999999998,6.944444444444445,Healthy,7.372637920650633,15.224358974358974,3.857142857142857,23.891296163896087,82.61382363642356,4.77161218955855,21.0,1.28,18.533853993810297,77.25638146633777,45.67307692307692,182289.41999999998,73032.62019230769,109256.7998076923
P00040,2024-12-23,340,16,0,10,18.53846153846154,C,166.51,61,128.3817427385892,56613.399999999994,2.835294117647059,Excess,8.277746783480055,18.53846153846154,8.714285714285714,40.31920673087829,201.86865728032882,8.432705590400728,21.0,1.28,31.27793007001468,192.82738061946523,55.61538461538462,56613.399999999994,9260.517692307692,47352.8823076923
P00041,2024-12-23,74,17,0,0,16.19871794871795,C,700.78,24,31.977839335180057,51857.72,11.382882882882882,Healthy,5.642488437302738,16.19871794871795,3.4285714285714284,17.23896638636399,72.77742792482553,4.292600747718491,21.0,1.28,13.373258772452067,68.9117203109136,48.59615384615385,51857.72,34055.212692307694,17802.507307692307
P00042,2024-12-23,230,18,0,0,15.493589743589743,B,2238.82,42,103.91394290442699,514928.60000000003,3.502898550724637,Excess,5.923705025079505,15.493589743589743,6.0,23.94159025203893,116.90312871357739,9.606713571602144,30.0,1.65,23.94159025203893,116.90312871357739,66.40109890109889,514928.60000000003,148660.10824175822,366268.4917582418
P00043,2024-12-23,26,1,0,0,5.448717948717949,C,1779.33,21,33.40235294117647,46262.58,10.897435897435898,Healthy,4.05811790444603,5.448717948717949,3.0,11.59762954944902,27.943783395602864,2.241837427997104,21.0,1.28,8.996948983814997,25.343102829968842,16.346153846153847,46262.58,29085.201923076922,17177.37807692308
P00044,2024-12-23,83,9,0,0,10.397435897435898,B,1222.57,25,55.87916152897657,101473.31,6.514056224899599,Healthy,4.7446805353955215,10.397435897435898,3.5714285714285716,14.794895594802727,51.92859522850236,5.610042968411141,30.0,1.65,14.794895594802727,51.92859522850236,44.56043956043956,101473.31,54478.25659340659,46995.053406593404
P00045,2024-12-23,112,16,0,0,12.538461538461538,B,4045.15,29,62.52760736196319,453056.8,5.821428571428571,Healthy,5.010163367865834,12.538461538461538,4.142857142857143,16.826190844452114,68.77124578950706,6.656289651970062,30.0,1.65,16.826190844452114,68.77124578950706,53.73626373626374,453056.8,217371.24725274727,235685.55274725272
P00046,2024-12-23,382,14,0,0,21.576923076923077,C,174.12,51,123.92869875222816,66513.84,2.93717277486911,Excess,7.291212971824118,21.576923076923077,7.285714285714286,32.47280436878221,189.6761010720789,11.76368987605014,21.0,1.28,25.191023995176504,182.3943206984732,64.73076923076923,66513.84,11270.921538461538,55242.91846153846
P00047,2024-12-23,92,8,0,0,8.775641025641026,C,175.38,47,73.38495252008767,16134.96,4.960144927536231,Healthy,5.865782370003301,8.775641025641026,6.714285714285714,25.078975956957017,84.00113712911819,3.6684113481307756,21.0,1.28,19.455205590851506,78.37736676301267,26.326923076923077,16134.96,4617.215769230769,11517.744230769229
P00048,2024-12-23,367,23,0,0,20.05128205128205,C,1384.03,63,128.1214833759591,507939.01,2.841053587647593,Excess,6.520236362027686,20.05128205128205,9.0,32.27516999203704,212.7367084535755,11.370970318376218,21.0,1.28,25.03770763018631,205.49924609172476,60.15384615384615,507939.01,83254.72769230769,424684.28230769234
P00049,2024-12-23,86,3,0,0,5.967948717948718,A,10717.62,45,100.87218045112782,921715.3200000001,3.608527131782946,Excess,2.84303307321911,5.967948717948718,6.428571428571429,11.893867415916853,50.25925203130147,7.230617005610078,45.0,2.33,16.7955824721735,55.16096708755812,38.36538461538462,921715.3200000001,411185.61346153857,510529.7065384615
P00050,2024-12-23,84,0,0,0,8.314102564102564,C,448.26,36,70.72320740169621,37653.84,5.146825396825398,Healthy,7.026038655559243,8.314102564102564,5.142857142857143,26.290370678129996,69.04861243637176,3.1950861792099623,21.0,1.28,20.39495422303418,63.15319598127594,24.942307692307693,37653.84,11180.638846153846,26473.201153846152
P00051,2024-12-23,96,5,0,0,5.378205128205129,A,8954.31,39,124.94874851013111,859613.76,2.913194444444444,Excess,2.938823439620667,5.378205128205129,5.571428571428571,11.445656889665381,41.409942603951094,8.387460931725222,45.0,2.33,16.16265488055778,46.1269405948435,34.574175824175825,859613.76,309587.8883241758,550025.8716758243
P00052,2024-12-23,89,21,0,0,14.621794871794872,C,1176.07,28,42.60762823323104,104670.23,8.543071161048688,Healthy,7.002619739016525,14.621794871794872,4.0,23.10864513875453,81.59582462593401,3.8513724827052656,21.0,1.28,17.926706531882303,76.41388601906179,43.86538461538461,104670.23,51588.76288461538,53081.467115384614
P00053,2024-12-23,77,10,0,0,4.217948717948718,C,501.15,65,127.7872340425532,38588.549999999996,2.8484848484848486,Excess,3.298670058097944,4.217948717948718,9.285714285714286,16.58557302956078,55.75223969622745,4.642589065976885,21.0,1.28,12.866383925962303,52.033050592628975,12.653846153846153,38588.549999999996,6341.474999999999,32247.074999999997
P00054,2024-12-23,168,13,0,0,14.76923076923077,B,4059.97,38,79.625,682074.96,4.571428571428571,Healthy,5.150441451604125,14.76923076923077,5.428571428571429,19.800272950972236,99.97609712679642,8.484731519408212,30.0,1.65,19.800272950972236,99.97609712679642,63.2967032967033,682074.96,256982.71648351647,425092.24351648346
P00055,2024-12-23,61,0,0,1,4.4423076923076925,A,4354.59,34,96.12121212121212,265629.99,3.7868852459016393,Excess,2.5329834114693996,4.4423076923076925,4.857142857142857,9.210998855247945,30.787921932171024,6.622517379344303,45.0,2.33,13.007046868319826,34.5839699452429,28.55769230769231,265629.99,124357.04134615386,141272.94865384614
P00056,2024-12-23,559,45,0,0,32.51923076923077,B,1158.25,49,120.32879952690716,647461.75,3.0250447227191413,Excess,10.768215567179208,32.51923076923077,7.0,47.008533750239366,274.64314913485475,11.891457899325642,30.0,1.65,47.008533750239366,274.64314913485475,139.36813186813185,647461.75,161423.13873626373,486038.61126373627
P00057,2024-12-23,336,37,0,0,22.173076923076923,C,118.18,56,106.0745880312229,39708.48,3.431547619047619,Excess,8.426657747532214,22.173076923076923,8.0,39.32640911772003,216.71102450233542,8.543876940155267,21.0,1.28,30.507759800413123,207.8923751850285,66.51923076923077,39708.48,7861.242692307694,31847.23730769231
P00058,2024-12-23,142,12,0,0,11.134615384615385,B,1572.49,41,89.27115716753022,223293.58,4.077464788732395,Healthy,4.657406918657133,11.134615384615385,5.857142857142857,18.59820526197833,83.8152382290113,7.635145327183854,30.0,1.65,18.59820526197833,83.8152382290113,47.71978021978022,223293.58,75038.8771978022,148254.70280219777
P00059,2024-12-23,390,11,0,0,31.512820512820515,C,1183.97,46,86.63140764849472,461748.3,4.201709401709402,Healthy,12.575699649355593,31.512820512820515,6.571428571428571,53.19196037660328,260.27620946085233,7.3319350751273165,21.0,1.28,41.264066231546785,248.34831531579587,94.53846153846155,461748.3,111930.70230769232,349817.59769230767
P00060,2024-12-23,544,27,0,0,39.26923076923077,C,546.59,52,96.97159647404507,297344.96,3.7536764705882346,Excess,14.081947333191852,39.26923076923077,7.428571428571429,63.32851608326817,355.0428017975539,8.590127065107856,21.0,1.28,49.12757611308077,340.8418618273665,117.80769230769229,297344.96,64392.50653846154,232952.45346153848
P00061,2024-12-23,188,1,0,0,6.621794871794871,C,192.94,82,198.7376573088093,36272.72,1.8315602836879432,Excess,5.2343073593212415,6.621794871794871,11.714285714285714,29.55977141105465,107.12936848065172,6.35999505495812,21.0,1.28,22.93121660978785,100.50081367938492,19.865384615384613,36272.72,3832.8273076923074,32439.892692307694
P00062,2024-12-23,9,4,0,0,1.9038461538461537,A,9803.25,24,33.09090909090909,88229.25,11.0,Healthy,1.7771991234990399,1.9038461538461537,3.4285714285714284,5.429710010450787,11.957182537923313,1.6575470849598466,45.0,2.33,7.667408681424447,14.194881208896973,12.239010989010989,88229.25,119982.08447802198,-31752.834478021978
P00063,2024-12-23,163,18,0,0,18.596153846153847,C,359.45,36,61.35677352637021,58590.35,5.932515337423314,Healthy,6.005136345747481,18.596153846153847,5.142857142857143,22.470309123263128,118.10767176062578,7.2540168052805685,21.0,1.28,17.431512531985945,113.06887516934859,55.78846153846154,58590.35,20053.1625,38537.1875
P00064,2024-12-23,88,6,0,0,12.333333333333334,B,1813.76,29,49.945945945945944,159610.88,7.287878787878788,Healthy,6.1374927457636215,12.333333333333334,4.142857142857143,20.612226920386636,71.70746501562473,4.269310654297286,30.0,1.65,20.612226920386636,71.70746501562473,52.85714285714286,159610.88,95870.17142857144,63740.708571428564
P00065,2024-12-23,115,7,0,0,8.724358974358974,C,1417.61,47,92.27038941954446,163025.15,3.944927536231884,Excess,6.196329525326672,8.724358974358974,6.714285714285714,26.49222036973783,85.07005919757665,4.340897002780672,21.0,1.28,20.551540650463288,79.12937947830213,26.173076923076923,163025.15,37103.215576923074,125921.93442307692
P00066,2024-12-23,81,3,0,0,8.474358974358974,C,1038.9,32,66.90771558245083,84150.90000000001,5.440329218106995,Healthy,5.994027907357205,8.474358974358974,4.571428571428571,21.146021722029825,59.88594846195656,3.8305077458430197,21.0,1.28,16.404186547998897,55.144113287925634,25.423076923076923,84150.90000000001,26412.03461538462,57738.86538461539
P00067,2024-12-23,88,6,0,0,14.666666666666666,C,788.2,27,42.0,69361.6,8.666666666666666,Healthy,6.655905292957314,14.666666666666666,3.857142857142857,21.568698517999838,78.1401270894284,4.07998655674847,21.0,1.28,16.732081274569577,73.30350984599815,44.0,69361.6,34680.8,34680.8
P00068,2024-12-23,86,22,0,0,17.128205128205128,C,1081.77,24,35.14670658682635,93032.22,10.356589147286822,Healthy,7.109029196204617,17.128205128205128,3.4285714285714284,21.71955099506326,80.44482572033797,3.959566200035505,21.0,1.28,16.849106226473317,75.57438095174804,51.38461538461539,93032.22,55586.335384615384,37445.88461538462
P00069,2024-12-23,107,12,0,0,8.083333333333334,A,2074.07,35,92.65979381443299,221925.49000000002,3.928348909657321,Excess,3.647285041238621,8.083333333333334,5.0,13.456702521120674,53.87336918778735,7.951427909776595,45.0,2.33,19.002495075279494,59.41916174194617,51.96428571428572,221925.49000000002,107777.56607142859,114147.92392857143
P00070,2024-12-23,120,12,0,0,16.346153846153847,C,747.93,26,51.38823529411764,89751.59999999999,7.083333333333334,Healthy,6.884909956685166,16.346153846153847,3.7142857142857144,21.893735294857528,82.60802100914324,5.4810199531455,21.0,1.28,16.98423101661675,77.69851673090247,49.03846153846154,89751.59999999999,36677.33653846154,53074.26346153845
P00071,2024-12-23,151,21,0,0,15.032051282051283,B,1389.28,33,70.31641791044775,209781.28,5.176600441501104,Healthy,5.18237692606441,15.032051282051283,4.714285714285714,18.566108800801267,89.4314934161859,8.133098950356427,30.0,1.65,18.566108800801267,89.4314934161859,64.42307692307692,209781.28,89501.6923076923,120279.5876923077
P00072,2024-12-23,253,6,0,0,12.935897435897436,B,5776.32,53,136.90584737363724,1461408.96,2.658761528326746,Excess,5.328777003281623,12.935897435897436,7.571428571428571,24.193594951745336,122.13681839496878,10.45731320643394,30.0,1.65,24.193594951745336,122.13681839496878,55.43956043956044,1461408.96,320236.64175824175,1141172.3182417583
P00073,2024-12-23,80,2,0,0,6.75,A,3427.65,33,82.96296296296296,274212.0,4.3875,Healthy,3.2954024669765056,6.75,4.714285714285714,11.805934152840178,43.62736272426875,6.7762532777428905,45.0,2.33,16.67141004613189,48.492838617560466,43.392857142857146,274212.0,148735.5267857143,125476.47321428571
P00074,2024-12-23,27,6,0,0,4.506410256410256,A,6860.32,22,41.940256045519206,185228.63999999998,8.679012345679011,Healthy,2.87704327363106,4.506410256410256,3.142857142857143,8.415746764343591,22.578750427347252,3.208271441150705,45.0,2.33,11.884054521770041,26.047058184773704,28.969780219780223,185228.63999999998,198741.96263736265,-13513.322637362668
P00075,2024-12-23,99,6,0,0,7.2756410256410255,B,1671.55,44,95.24933920704846,165483.44999999998,3.8215488215488214,Excess,3.109970890743799,7.2756410256410255,6.285714285714286,12.865230939991408,58.597831672592136,7.695159182277852,30.0,1.65,12.865230939991408,58.597831672592136,31.18131868131868,165483.44999999998,52121.13324175824,113362.31675824174
P00076,2024-12-23,199,7,0,0,11.134615384615385,B,1209.39,52,125.10535405872194,240668.61000000002,2.909547738693467,Excess,5.55568472416699,11.134615384615385,7.428571428571429,24.984702831453426,107.69898854573916,7.964873600556795,30.0,1.65,24.984702831453426,107.69898854573916,47.71978021978022,240668.61000000002,57711.825000000004,182956.785
P00077,2024-12-23,130,9,0,0,14.705128205128204,B,3610.51,32,61.88317349607672,469366.30000000005,5.8820512820512825,Healthy,5.415888154272246,14.705128205128204,4.571428571428571,19.106432323038568,86.32987554648179,6.803991336637232,30.0,1.65,19.106432323038568,86.32987554648179,63.021978021978015,469366.30000000005,227541.48186813184,241824.8181318682
P00078,2024-12-23,49,23,0,0,14.833333333333334,C,1652.36,18,23.123595505617978,80965.64,15.741496598639456,Healthy,7.076388119457856,14.833333333333334,2.5714285714285716,18.723318342900257,56.8661754857574,2.617057462924591,21.0,1.28,14.524756047825655,52.6676131906828,44.5,80965.64,73530.01999999999,7435.62000000001
P00079,2024-12-23,45,26,8,0,14.916666666666666,C,1332.7,19,21.117318435754193,59971.5,17.237037037037034,Healthy,6.751781923298838,14.916666666666666,2.7142857142857144,18.353974804631076,58.84207004272632,2.4517849936595533,21.0,1.28,14.238234999956227,54.72633023805147,44.75,59971.5,59638.325000000004,333.17499999999563
P00080,2024-12-23,409,20,0,0,25.878205128205128,B,2645.52,46,110.63363884072331,1082017.68,3.2901385493072532,Excess,9.284286377091377,25.878205128205128,6.571428571428571,39.27013262602753,209.3269091828041,10.4150399463872,30.0,1.65,39.27013262602753,209.3269091828041,110.9065934065934,1082017.68,293405.61098901095,788612.069010989
P00081,2024-12-23,62,7,0,0,10.820512820512821,B,3484.88,22,40.10900473933649,216062.56,9.075268817204302,Healthy,4.980590947561478,10.820512820512821,3.142857142857143,14.568912652661941,48.57623865998795,4.255636743670897,30.0,1.65,14.568912652661941,48.57623865998795,46.37362637362637,216062.56,161606.52307692307,54456.03692307693
P00082,2024-12-23,102,9,0,0,12.83974358974359,B,3141.79,28,55.608587119321015,320462.58,6.545751633986929,Healthy,5.620810175642282,12.83974358974359,4.0,18.54867357961953,69.90764793859388,5.499045501133469,30.0,1.65,18.54867357961953,69.90764793859388,55.027472527472526,320462.58,172884.7629120879,147577.81708791212
P00083,2024-12-23,181,25,0,0,20.057692307692307,C,633.81,36,63.16778523489934,114719.60999999999,5.762430939226519,Healthy,5.948423900350666,20.057692307692307,5.142857142857143,22.25809975684216,125.41194591068832,8.131871182954889,21.0,1.28,17.266889508338163,120.42073566218433,60.17307692307692,114719.60999999999,38138.29788461538,76581.31211538462
