part_id,total_weeks,non_zero_weeks,mean_demand,std_demand,total_consumption,ADI,CV2,demand_type,criticality_class,part_family
P00039,156,156,15.224358974358974,7.372637920650633,2375,1.0,0.23451346317576616,Smooth,C,LandingGear
P00040,156,156,18.53846153846154,8.277746783480055,2892,1.0,0.1993778432900437,Smooth,C,Structure
P00041,156,156,16.19871794871795,5.642488437302738,2527,1.0,0.12133331643409143,Smooth,C,Fasteners
P00042,156,156,15.493589743589743,5.923705025079505,2417,1.0,0.1461782454050338,Smooth,B,Fasteners
P00043,156,140,5.448717948717949,4.05811790444603,850,1.1142857142857143,0.5547031945529634,Erratic,C,Electrical
P00044,156,156,10.397435897435898,4.7446805353955215,1622,1.0,0.20823870264433628,Smooth,B,Hydraulics
P00045,156,156,12.538461538461538,5.010163367865834,1956,1.0,0.15966703859336437,Smooth,B,Fasteners
P00046,156,156,21.576923076923077,7.291212971824118,3366,1.0,0.11418801968071876,Smooth,C,Avionics
P00047,156,149,8.775641025641026,5.865782370003301,1369,1.0469798657718121,0.44678048195363695,Smooth,C,Avionics
P00048,156,156,20.05128205128205,6.520236362027686,3128,1.0,0.10574075007949468,Smooth,C,Fasteners
P00049,156,155,5.967948717948718,2.84303307321911,931,1.0064516129032257,0.2269413628216372,Smooth,A,Fasteners
P00050,156,144,8.314102564102564,7.026038655559243,1297,1.0833333333333333,0.7141514367082499,Erratic,C,Structure
P00051,156,152,5.378205128205129,2.938823439620667,839,1.0263157894736843,0.29858794180120357,Smooth,A,LandingGear
P00052,156,156,14.621794871794872,7.002619739016525,2281,1.0,0.22936107393091074,Smooth,C,Electrical
P00053,156,141,4.217948717948718,3.298670058097944,658,1.1063829787234043,0.6116108290013531,Erratic,C,Engine
P00054,156,156,14.76923076923077,5.150441451604125,2304,1.0,0.12161108310931906,Smooth,B,Fasteners
P00055,156,152,4.4423076923076925,2.5329834114693996,693,1.0263157894736843,0.325122794163431,Smooth,A,Structure
P00056,156,156,32.51923076923077,10.768215567179208,5073,1.0,0.10964957536677275,Smooth,B,Cabin
P00057,156,156,22.173076923076923,8.426657747532214,3459,1.0,0.14443045623062345,Smooth,C,Avionics
P00058,156,156,11.134615384615385,4.657406918657133,1737,1.0,0.17495966070052058,Smooth,B,Hydraulics
P00059,156,156,31.512820512820515,12.575699649355593,4916,1.0,0.1592537842665092,Smooth,C,Cabin
P00060,156,156,39.26923076923077,14.081947333191852,6126,1.0,0.1285939815391734,Smooth,C,Cabin
P00061,156,147,6.621794871794871,5.2343073593212415,1033,1.0612244897959184,0.6248373695830133,Erratic,C,Structure
P00062,156,121,1.9038461538461537,1.7771991234990399,297,1.2892561983471074,0.8713817879018267,Erratic,A,Electrical
P00063,156,156,18.596153846153847,6.005136345747481,2901,1.0,0.10427963058475831,Smooth,C,Avionics
P00064,156,156,12.333333333333334,6.1374927457636215,1924,1.0,0.24764014232192083,Smooth,B,Structure
P00065,156,152,8.724358974358974,6.196329525326672,1361,1.0263157894736843,0.5044312200398763,Erratic,C,Fasteners
P00066,156,147,8.474358974358974,5.994027907357205,1322,1.0612244897959184,0.5002922872821696,Erratic,C,Fasteners
P00067,156,156,14.666666666666666,6.655905292957314,2288,1.0,0.20594508131165018,Smooth,C,LandingGear
P00068,156,156,17.128205128205128,7.109029196204617,2672,1.0,0.17226493507094368,Smooth,C,LandingGear
P00069,156,156,8.083333333333334,3.647285041238621,1261,1.0,0.20359093386908206,Smooth,A,Avionics
P00070,156,156,16.346153846153847,6.884909956685166,2550,1.0,0.17740479964281727,Smooth,C,Electrical
P00071,156,156,15.032051282051283,5.18237692606441,2345,1.0,0.11885610572314065,Smooth,B,Avionics
P00072,156,156,12.935897435897436,5.328777003281623,2018,1.0,0.16969223343690482,Smooth,B,Fasteners
P00073,156,155,6.75,3.2954024669765056,1053,1.0064516129032257,0.23834682950573036,Smooth,A,Avionics
P00074,156,148,4.506410256410256,2.87704327363106,703,1.054054054054054,0.40759733426089295,Smooth,A,Electrical
P00075,156,156,7.2756410256410255,3.109970890743799,1135,1.0,0.18271328328113387,Smooth,B,Engine
P00076,156,156,11.134615384615385,5.55568472416699,1737,1.0,0.2489572306720895,Smooth,B,Structure
P00077,156,156,14.705128205128204,5.415888154272246,2294,1.0,0.13564436085150217,Smooth,B,Fasteners
P00078,156,156,14.833333333333334,7.076388119457856,2314,1.0,0.2275861226384742,Smooth,C,Electrical
P00079,156,156,14.916666666666666,6.751781923298838,2327,1.0,0.20487701745042394,Smooth,C,Electrical
P00080,156,156,25.878205128205128,9.284286377091377,4037,1.0,0.128714879307879,Smooth,B,Cabin
P00081,156,156,10.820512820512821,4.980590947561478,1688,1.0,0.21186833904406102,Smooth,B,Electrical
P00082,156,156,12.83974358974359,5.620810175642282,2003,1.0,0.19163954694437985,Smooth,B,Electrical
P00083,156,156,20.057692307692307,5.948423900350666,3129,1.0,0.0879512244924647,Smooth,C,Fasteners
P00084,156,156,19.294871794871796,6.640266171033136,3010,1.0,0.11843694098655173,Smooth,B,Avionics
P00085,156,156,10.583333333333334,4.539373742984225,1651,1.0,0.18396996793993572,Smooth,A,Cabin
P00086,156,156,29.705128205128204,10.533031269553549,4634,1.0,0.12573143861546332,Smooth,B,Cabin
P00087,156,148,7.141025641025641,5.296923900929817,1114,1.054054054054054,0.550207216492809,Erratic,B,Fasteners
P00088,156,156,14.16025641025641,6.010202932403226,2209,1.0,0.1801507344699444,Smooth,B,Structure
P00089,156,147,15.865384615384615,11.485804162986215,2475,1.0612244897959184,0.5241089842708612,Erratic,C,Cabin
P00090,156,149,8.467948717948717,5.896330047000392,1321,1.0469798657718121,0.4848497006383306,Smooth,C,Avionics
P00091,156,156,15.403846153846153,6.358919411299729,2403,1.0,0.17041518769252192,Smooth,C,Electrical
P00092,156,150,11.333333333333334,7.920844964158594,1768,1.04,0.48845853331845057,Smooth,C,Avionics
P00093,156,156,8.66025641025641,3.85461063658005,1351,1.0,0.19810686692200097,Smooth,C,Engine
P00094,156,156,13.237179487179487,5.8133463568198565,2065,1.0,0.19286857971960641,Smooth,B,LandingGear
P00095,156,156,11.198717948717949,4.398562627091943,1747,1.0,0.15427123153856184,Smooth,C,Engine
P00096,156,146,4.833333333333333,3.7136771331743925,754,1.0684931506849316,0.5903571017605773,Erratic,C,Engine
P00097,156,156,9.621794871794872,4.040668978017009,1501,1.0,0.1763576726788962,Smooth,B,Hydraulics
P00098,156,145,6.955128205128205,5.8512121145335225,1085,1.0758620689655172,0.7077524879106756,Erratic,C,Electrical
P00099,156,132,3.7884615384615383,3.1500324942197344,591,1.1818181818181819,0.6913600852479349,Erratic,B,Engine
P00100,156,156,21.923076923076923,7.288115346931173,3420,1.0,0.11051658574846851,Smooth,C,Avionics
P00101,156,156,41.07051282051282,15.773032183174145,6407,1.0,0.14749256474527278,Smooth,C,Cabin
P00102,156,135,6.42948717948718,5.188215156439832,1003,1.1555555555555554,0.6511533613869098,Erratic,C,Electrical
P00103,156,156,20.58974358974359,7.000342659697769,3212,1.0,0.11559438031136897,Smooth,C,Fasteners
P00104,156,156,11.955128205128204,4.571077304683537,1865,1.0,0.1461936995580107,Smooth,C,Engine
P00105,156,145,6.980769230769231,5.379136702346484,1089,1.0758620689655172,0.5937704766332281,Erratic,C,Structure
P00106,156,152,8.365384615384615,5.58232988526214,1305,1.0263157894736843,0.44530663700407863,Smooth,C,Avionics
P00107,156,156,7.653846153846154,3.220206056628426,1194,1.0,0.17701410277192406,Smooth,B,Engine
P00108,156,156,41.717948717948715,13.115268064750198,6508,1.0,0.09883447312163482,Smooth,C,Cabin
P00109,156,154,8.865384615384615,3.4902380701895526,1383,1.0129870129870129,0.1549940188074013,Smooth,B,Engine
P00110,156,153,6.038461538461538,3.017977565458023,942,1.0196078431372548,0.24979250614105908,Smooth,A,Fasteners
P00111,156,156,8.685897435897436,3.9526299732635963,1355,1.0,0.20708227407473467,Smooth,A,Cabin
P00112,156,156,12.397435897435898,5.156492290094093,1934,1.0,0.17299956164255395,Smooth,C,Hydraulics
P00113,156,147,2.8141025641025643,1.5231736273616865,439,1.0612244897959184,0.29296718589182325,Smooth,A,Engine
P00114,156,150,5.871794871794871,4.716091805609945,916,1.04,0.645093625955067,Erratic,B,LandingGear
P00115,156,156,31.237179487179485,11.224461869125285,4873,1.0,0.1291181907123989,Smooth,B,Cabin
P00116,156,156,28.025641025641026,11.042994403371159,4372,1.0,0.15526107695447008,Smooth,B,Cabin
P00117,156,155,7.6923076923076925,3.3497527778116067,1200,1.0064516129032257,0.18963225806451614,Smooth,B,Engine
P00118,156,156,8.634615384615385,3.8822782444391684,1347,1.0,0.20215631930909214,Smooth,C,Engine
P00119,156,151,4.006410256410256,2.586557794473611,625,1.033112582781457,0.4168055907096773,Smooth,A,Electrical
P00120,156,156,18.487179487179485,6.582956664371706,2884,1.0,0.1267945763316836,Smooth,C,Fasteners
P00121,156,156,25.262820512820515,9.13914810704013,3941,1.0,0.13087230692212135,Smooth,C,Avionics
P00122,156,156,15.76923076923077,5.5239608905744015,2460,1.0,0.12271006121548234,Smooth,B,Fasteners
P00123,156,156,27.21153846153846,9.835426169742044,4245,1.0,0.13064120359648282,Smooth,B,Cabin
P00124,156,156,13.121794871794872,6.356447525524595,2047,1.0,0.2346618248212872,Smooth,C,Electrical
P00125,156,156,6.378205128205129,3.1893834953218785,995,1.0,0.2500440474377074,Smooth,A,Avionics
P00126,156,156,8.448717948717949,4.407171387189617,1318,1.0,0.27210608621101634,Smooth,B,Electrical
P00127,156,156,19.576923076923077,8.074682425824292,3054,1.0,0.1701226083111884,Smooth,C,Structure
P00128,156,156,17.46153846153846,6.612192662907999,2724,1.0,0.14339235219253293,Smooth,C,Fasteners
P00129,156,145,4.955128205128205,3.764593879853655,773,1.0758620689655172,0.5772001995961971,Erratic,C,Hydraulics
P00130,156,147,7.685897435897436,5.44509780969586,1199,1.0612244897959184,0.5019057847514822,Erratic,B,Structure
P00131,156,138,3.4615384615384617,2.693803200380854,540,1.1304347826086956,0.6056105137395458,Erratic,C,Engine
P00132,156,156,17.596153846153847,6.2390847614092895,2745,1.0,0.12572054954973172,Smooth,C,Fasteners
P00133,156,156,10.455128205128204,4.827799804382875,1631,1.0,0.21322581360616397,Smooth,B,Electrical
P00134,156,156,13.301282051282051,5.097019839961985,2075,1.0,0.1468404283593762,Smooth,C,Hydraulics
P00135,156,152,4.217948717948718,2.6452510626498116,658,1.0263157894736843,0.39330657305636063,Smooth,A,Electrical
P00136,156,156,13.166666666666666,5.304694613852577,2054,1.0,0.16231890050705267,Smooth,B,LandingGear
P00137,156,156,21.237179487179485,7.3590954734214025,3313,1.0,0.12007572002482535,Smooth,C,Fasteners
P00138,156,156,12.474358974358974,5.986488785050204,1946,1.0,0.23030738877859225,Smooth,B,LandingGear
P00139,156,156,10.935897435897436,5.476848030637975,1706,1.0,0.25081443290239325,Smooth,B,Structure
P00140,156,156,17.69871794871795,7.157599049415376,2761,1.0,0.16355021400916267,Smooth,C,Structure
P00141,156,156,15.5,6.965815145778796,2418,1.0,0.20196703702460467,Smooth,C,LandingGear
P00142,156,152,7.846153846153846,6.135201283501779,1224,1.0263157894736843,0.6114261264278006,Erratic,C,LandingGear
P00143,156,156,25.602564102564102,7.483038443754185,3994,1.0,0.08542579485394275,Smooth,C,Avionics
P00144,156,156,17.576923076923077,6.039694995010455,2742,1.0,0.11807129058670109,Smooth,C,Fasteners
P00145,156,153,4.141025641025641,2.23880359163526,646,1.0196078431372548,0.292291476189313,Smooth,A,Hydraulics
P00146,156,156,12.256410256410257,5.848486757545446,1912,1.0,0.2276986431180894,Smooth,B,Electrical
P00147,156,156,11.25,4.2191957649800775,1755,1.0,0.14065471923536452,Smooth,B,Hydraulics
P00148,156,155,5.782051282051282,3.048627130037117,902,1.0064516129032257,0.27799996542662997,Smooth,A,Fasteners
P00149,156,156,20.80128205128205,6.847104282499113,3245,1.0,0.10835118839515051,Smooth,C,Fasteners
P00150,156,156,13.294871794871796,5.278340341210574,2074,1.0,0.15762549803234832,Smooth,B,Fasteners
P00151,156,156,11.25,5.024616820569345,1755,1.0,0.19948068498606136,Smooth,B,Hydraulics
P00152,156,134,4.0,3.574100383087623,624,1.164179104477612,0.7983870967741934,Erratic,B,Electrical
P00153,156,156,13.032051282051283,5.058904473774192,2033,1.0,0.15069102849178048,Smooth,B,Fasteners
P00154,156,156,23.006410256410255,8.02214418676107,3589,1.0,0.12158589811917148,Smooth,C,Avionics
P00155,156,156,6.4423076923076925,3.052741516936993,1005,1.0,0.22454176876809986,Smooth,A,Avionics
P00156,156,156,28.05128205128205,10.153527829183231,4376,1.0,0.13101725528137143,Smooth,B,Cabin
P00157,156,156,11.935897435897436,5.490965585430351,1862,1.0,0.21163489983900385,Smooth,B,LandingGear
P00158,156,156,13.923076923076923,6.639605955601399,2172,1.0,0.227412413067859,Smooth,B,Structure
P00159,156,156,16.57051282051282,6.687602569113629,2585,1.0,0.16288046996129232,Smooth,C,Structure
P00160,156,156,9.474358974358974,4.048812996818853,1478,1.0,0.1826231230453419,Smooth,B,Hydraulics
P00161,156,138,2.2435897435897436,1.7865872851271498,350,1.1304347826086956,0.634105595786702,Erratic,A,Engine
P00162,156,156,12.301282051282051,6.21695898256548,1919,1.0,0.2554202062973516,Smooth,B,LandingGear
P00163,156,156,20.846153846153847,8.230669510770884,3252,1.0,0.1558900693161197,Smooth,C,Avionics
P00164,156,156,10.955128205128204,4.534232443801833,1709,1.0,0.17130602252053215,Smooth,C,Engine
P00165,156,156,11.788461538461538,5.190574106334469,1839,1.0,0.1938726425869565,Smooth,C,Electrical
P00166,156,137,4.25,3.248076353782343,663,1.1386861313868613,0.5840830449826991,Erratic,C,Engine
P00167,156,147,8.974358974358974,6.729759347611001,1400,1.0612244897959184,0.5623312179065174,Erratic,C,Avionics
P00168,156,143,2.9294871794871793,1.8875216024815653,457,1.0909090909090908,0.41514580915768934,Smooth,A,Engine
P00169,156,156,11.596153846153847,5.653179346577092,1809,1.0,0.23766081946053566,Smooth,B,Structure
P00170,156,156,19.141025641025642,8.208138147259682,2986,1.0,0.18389033517968223,Smooth,C,Structure
P00171,156,143,7.108974358974359,5.622046141063014,1109,1.0909090909090908,0.6254245368769091,Erratic,B,Structure
P00172,156,142,3.878205128205128,3.3260321196399723,605,1.0985915492957747,0.7355146462320797,Erratic,C,Engine
P00173,156,156,16.365384615384617,6.359231581152675,2553,1.0,0.15099301205408536,Smooth,B,Structure
P00174,156,137,5.0256410256410255,4.298459916173607,784,1.1386861313868613,0.7315480109094333,Erratic,C,Hydraulics
P00175,156,156,33.25,12.668286540450831,5187,1.0,0.14516183740943428,Smooth,C,Cabin
P00176,156,156,21.897435897435898,7.966202387570585,3416,1.0,0.1323476225801674,Smooth,C,Fasteners
P00177,156,149,9.621794871794872,6.298328450770092,1501,1.0469798657718121,0.4284877613630485,Smooth,C,Avionics
P00178,156,156,18.33974358974359,6.80274782704355,2861,1.0,0.13758852841174365,Smooth,C,Fasteners
P00179,156,143,5.833333333333333,4.742169550217576,910,1.0909090909090908,0.6608768926925614,Erratic,C,Electrical
P00180,156,156,10.916666666666666,5.068509144337863,1703,1.0,0.21556605280916388,Smooth,B,LandingGear
P00181,156,156,15.423076923076923,6.991274249573843,2406,1.0,0.20548050676141258,Smooth,B,Structure
P00182,156,156,8.974358974358974,3.69646512564974,1400,1.0,0.16965487820934824,Smooth,C,Engine
P00183,156,156,6.371794871794871,2.9799717442218534,994,1.0,0.21872615585771413,Smooth,A,Avionics
P00184,156,156,17.57051282051282,7.01069430042618,2741,1.0,0.15920371072713688,Smooth,B,Avionics
P00185,156,156,10.871794871794872,4.578657288343666,1696,1.0,0.17736739053043796,Smooth,C,Hydraulics
P00186,156,147,10.455128205128204,7.343500921897472,1631,1.0612244897959184,0.4933414229075706,Erratic,C,Fasteners
P00187,156,156,13.538461538461538,5.834695575312878,2112,1.0,0.18573672020794454,Smooth,B,Structure
P00188,156,147,7.903846153846154,5.82849379774674,1233,1.0612244897959184,0.5437956395344951,Erratic,B,Fasteners
P00189,156,156,15.5,5.759144201657384,2418,1.0,0.13805511731731057,Smooth,B,Fasteners
P00190,156,155,5.217948717948718,3.0337773150567897,814,1.0064516129032257,0.3380397611038809,Smooth,A,Structure
P00191,156,156,15.621794871794872,6.765513068513841,2437,1.0,0.18755973605259016,Smooth,C,LandingGear
P00192,156,156,13.256410256410257,6.097986759125899,2068,1.0,0.2116026400806473,Smooth,B,Structure
P00193,156,155,11.493589743589743,5.510689664551155,1793,1.0064516129032257,0.22987964949219172,Smooth,B,Electrical
P00194,156,156,19.5,7.741384388987835,3042,1.0,0.15760429259188571,Smooth,C,Structure
P00195,156,153,5.4743589743589745,3.4218439057717593,854,1.0196078431372548,0.39070938585141823,Smooth,A,LandingGear
P00196,156,156,9.762820512820513,4.46652376843873,1523,1.0,0.2093093788409406,Smooth,B,Electrical
P00197,156,150,6.576923076923077,5.484333654397252,1026,1.04,0.6953480034110299,Erratic,C,Electrical
P00198,156,156,15.826923076923077,7.065740571681267,2469,1.0,0.1993069266048295,Smooth,C,LandingGear
P00199,156,156,32.80769230769231,10.092549397940836,5118,1.0,0.09463469812016637,Smooth,C,Cabin
P00200,156,144,6.910256410256411,5.05373933084723,1078,1.0833333333333333,0.5348565885693014,Erratic,C,Hydraulics
P00201,156,156,22.83974358974359,9.2996682527523,3563,1.0,0.16578776028672113,Smooth,B,Cabin
P00202,156,135,4.288461538461538,3.753724370558402,669,1.1555555555555554,0.7661639635209935,Erratic,C,Engine
P00203,156,156,21.493589743589745,7.46907326364527,3353,1.0,0.12075789353211179,Smooth,C,Fasteners
P00204,156,156,18.17948717948718,6.381917175276773,2836,1.0,0.1232364192233503,Smooth,C,Fasteners
P00205,156,156,19.557692307692307,7.264798365086246,3051,1.0,0.13797865630555184,Smooth,C,LandingGear
P00206,156,148,8.801282051282051,6.095392095456466,1373,1.054054054054054,0.4796356077214805,Smooth,C,Fasteners
P00207,156,148,9.211538461538462,6.215495324911366,1437,1.054054054054054,0.4552889905915795,Smooth,C,Fasteners
P00208,156,150,3.3076923076923075,1.9464289372952834,516,1.04,0.3462795931541025,Smooth,A,Hydraulics
P00209,156,146,10.166666666666666,7.732489757475426,1586,1.0684931506849316,0.5784709278636511,Erratic,C,Avionics
P00210,156,136,4.185897435897436,3.7153638942682443,653,1.1470588235294117,0.7878173605698421,Erratic,B,Engine
P00211,156,149,11.461538461538462,8.452054238093393,1788,1.0469798657718121,0.5437993929363835,Erratic,C,Fasteners
P00212,156,156,20.884615384615383,7.652080921668417,3258,1.0,0.13424748085925667,Smooth,C,Fasteners
P00213,156,148,9.455128205128204,6.992477938856358,1475,1.054054054054054,0.5469244840655723,Erratic,C,Avionics
P00214,156,151,11.326923076923077,8.014634567193788,1767,1.033112582781457,0.5006607528291975,Erratic,C,Fasteners
P00215,156,156,14.493589743589743,5.579336062792021,2261,1.0,0.1481880265707024,Smooth,B,Fasteners
P00216,156,156,21.634615384615383,7.533226647465503,3375,1.0,0.12124496439665468,Smooth,C,Avionics
P00217,156,156,20.641025641025642,7.20031246450007,3220,1.0,0.1216858668584819,Smooth,C,Fasteners
P00218,156,156,29.576923076923077,12.094807449714015,4614,1.0,0.16722143032439502,Smooth,B,Cabin
P00219,156,155,6.378205128205129,3.094934360068856,995,1.0064516129032257,0.2354539173416115,Smooth,A,Avionics
P00220,156,151,4.493589743589744,2.7179137987987363,701,1.033112582781457,0.36583438097431886,Smooth,A,Electrical
P00221,156,156,15.35897435897436,6.736466689400519,2396,1.0,0.1923711328527781,Smooth,C,Electrical
P00222,156,156,14.83974358974359,5.986540597116701,2315,1.0,0.16274178304849385,Smooth,B,Fasteners
P00223,156,156,28.416666666666668,9.296519177477359,4433,1.0,0.10702727625044006,Smooth,C,Avionics
P00224,156,156,15.628205128205128,5.903763642351184,2438,1.0,0.14270517367592095,Smooth,B,Fasteners
P00225,156,156,15.294871794871796,6.441015697020453,2386,1.0,0.1773442178038849,Smooth,C,LandingGear
P00226,156,156,9.10897435897436,3.646604638960286,1421,1.0,0.160264894166318,Smooth,B,Hydraulics
P00227,156,156,15.91025641025641,6.658849842439172,2482,1.0,0.17516369007067933,Smooth,C,LandingGear
P00228,156,154,5.410256410256411,3.022222627678008,844,1.0129870129870129,0.31204498638192474,Smooth,A,Fasteners
P00229,156,137,4.980769230769231,4.299243975317661,777,1.1386861313868613,0.7450601607781826,Erratic,C,Hydraulics
P00230,156,148,9.326923076923077,6.511690193885257,1455,1.054054054054054,0.4874282207495223,Smooth,C,Avionics
P00231,156,156,35.993589743589745,13.074228180450067,5615,1.0,0.13194161514110786,Smooth,C,Cabin
P00232,156,149,4.666666666666667,3.59449998018179,728,1.0469798657718121,0.5932850559578672,Erratic,C,Engine
P00233,156,156,10.25,4.140476830885153,1599,1.0,0.16317476156665564,Smooth,A,Cabin
P00234,156,156,9.852564102564102,4.620856626601424,1537,1.0,0.21996138676486307,Smooth,B,Electrical
P00235,156,144,2.83974358974359,1.878560859160955,443,1.0833333333333333,0.4376150837998926,Smooth,A,Engine
P00236,156,151,4.301282051282051,2.6746597535673917,671,1.033112582781457,0.3866706798101173,Smooth,A,Hydraulics
P00237,156,148,6.743589743589744,4.44300362639422,1052,1.054054054054054,0.434081275454835,Smooth,C,Structure
P00238,156,153,16.833333333333332,12.078684682361489,2626,1.0196078431372548,0.5148717235185675,Erratic,C,Cabin
P00239,156,156,19.634615384615383,8.09387385895438,3063,1.0,0.16992922102716065,Smooth,C,Structure
P00240,156,156,14.301282051282051,6.244915218613923,2231,1.0,0.19067912468267378,Smooth,C,Electrical
P00241,156,141,4.461538461538462,3.4796822535409664,696,1.1063829787234043,0.6082889033792335,Erratic,C,Engine
P00242,156,156,14.628205128205128,6.9209527115181375,2282,1.0,0.22384617631793344,Smooth,C,Electrical
P00243,156,156,5.737179487179487,2.791951981025229,895,1.0,0.23682034812251634,Smooth,A,LandingGear
P00244,156,156,10.493589743589743,4.398675452938217,1637,1.0,0.17570967569797394,Smooth,B,Hydraulics
P00245,156,156,16.692307692307693,7.742313886534041,2604,1.0,0.2151338679877979,Smooth,C,LandingGear
P00246,156,156,16.03846153846154,6.212250763881791,2502,1.0,0.15002807686549766,Smooth,C,LandingGear
P00247,156,150,4.217948717948718,2.4633962179043474,658,1.04,0.3410876148236716,Smooth,A,Electrical
P00248,156,143,10.76923076923077,7.576573533018779,1680,1.0909090909090908,0.4949670836076363,Erratic,C,Avionics
P00249,156,156,10.493589743589743,4.435191809318118,1637,1.0,0.17863915304495623,Smooth,C,Hydraulics
P00250,156,154,4.403846153846154,2.5872612151720396,687,1.0129870129870129,0.34515667684297735,Smooth,A,Structure
P00251,156,156,9.012820512820513,3.8403413482140256,1406,1.0,0.18155917970972063,Smooth,B,Hydraulics
P00252,156,137,3.967948717948718,3.225742968771533,619,1.1386861313868613,0.6608873167187949,Erratic,C,Engine
P00253,156,156,12.14102564102564,4.877133899156968,1894,1.0,0.16136844185076424,Smooth,C,Hydraulics
P00254,156,156,9.435897435897436,3.930327881224272,1472,1.0,0.17349666900420768,Smooth,B,Hydraulics
P00255,156,148,8.14102564102564,4.98313118035524,1270,1.054054054054054,0.37466782133564264,Smooth,C,Fasteners
P00256,156,156,13.987179487179487,5.646565818421852,2182,1.0,0.16297031080570798,Smooth,B,Fasteners
P00257,156,156,40.81410256410256,14.302629799775026,6367,1.0,0.12280365490343176,Smooth,C,Cabin
P00258,156,156,11.564102564102564,5.326960626097528,1804,1.0,0.21219497921712244,Smooth,B,LandingGear
